,Bitcoin,Crypto,Cryptocurrency,ETH,Crypto Ban,Crypto Bubble,Bull,Bear,Hack,Crypto Market,Stocks,Time to buy,should I sell,how to buy,exchange,wallet,mining,blockchain,Bitcoin_delta,Crypto_delta,Cryptocurrency_delta,ETH_delta,Crytpo Regulations_delta,Crypto Ban_delta,Crypto Bubble_delta,Bull_delta,Bear_delta,Hack_delta,Crypto Market_delta,Stocks_delta,Time to buy_delta,should I sell_delta,how to buy_delta,exchange_delta,wallet_delta,mining_delta,blockchain_delta,Open,High,Low,Close,Volume,PriceDelta,VolumeDelta,Twitter_Positive,Twitter_Neutral,Twitter_Negative,Telegram_Positive,Telegram_Neutral,Telegram_Negative,Unique Address Total Count,Unique Address Receive Count,Unique Address Sent Count,No. of ERC20 Token Transfers,TxFee,TxGrowth,Average Txn Fee (USD),Avg Fee (Wei),BlockSize,Unique Address Total Count.1,Unique Address Receive Count.1,Unique Address Sent Count.1,EMA3,EMA7,EMA14,EMA20,EMA50,Volume_USDT,VolumeDelta_USDT,Volatility_USDT,Volume_USDC,VolumeDelta_USDC,7day_Past_Mean_Price,Yesterday_Volume,3day_Past_Mean_Volume,7day_Past_Mean_Volume,Yesterday_Vol_USDT,3day_Past_Mean_Vol_USDT,7day_Past_Mean_Vol_USDT,RSI,RSI_BuySellFlag,EMA_BuySellFlag
0,0.64,0.07070707070707072,0.04,0.0,0.0,0.0,0.79,0.84,0.5942028985507246,0.0,0.18556701030927836,0.21739130434782608,0.21428571428571427,0.51,0.8200000000000001,0.26666666666666666,0.19444444444444442,0.14285714285714285,0.48,0.549618320610687,0.5061728395061729,0.42307692307692313,0.0,0.5714285714285714,0.5,0.52,0.5306122448979592,0.4609375,0.5,0.5161290322580645,0.3846153846153846,0.5185185185185185,0.445,0.5942857142857143,0.46825396825396826,0.5327102803738317,0.2272727272727273,0.024736003150080173,0.023225757183469725,0.02609944401541181,0.02355162863386845,0.031463756447445354,0.6289781249311378,0.3836644696235424,0.01430367127562741,0.04187643020594965,0.00453029322447354,1.5061375103546953e-05,4.332192522635706e-05,0.0,0.2520290370561987,0.23929645025853885,0.19273217920278088,0.2835877079540001,0.009575217085191268,0.3002956293908575,0.0013109978150036416,0.014271434258663708,0.07548178830484414,0.18224755649966454,0.18296534200006895,0.13354538374877048,0.022905280885805266,0.02259343587288869,0.026509531895102686,0.02858928725148594,0.028861027068266328,0.03158251339079222,0.34507336776414527,0.12802373592165847,7.482568207428179e-07,0.49999701653589995,0.023479203670550893,0.05315077648919948,0.05620572643555932,0.05471369046484678,0.04902698428266362,0.054524442616807264,0.052059094019342916,0.24989237087594263,0.5,0.5
1,0.51,0.04040404040404041,0.02,0.2,0.0,0.0,0.75,0.91,0.5797101449275363,0.18181818181818182,0.15463917525773196,0.34782608695652173,0.0,0.59,0.44,0.3066666666666667,0.16666666666666666,0.07142857142857142,0.435,0.5114503816793893,0.4691358024691358,0.576923076923077,0.0,0.5714285714285714,0.5,0.48,0.5459183673469388,0.453125,0.625,0.4838709677419355,0.5384615384615384,0.4074074074074074,0.54,0.35428571428571426,0.4841269841269841,0.5046728971962616,0.4090909090909091,0.023619957314378544,0.024745535830551807,0.02725700623136168,0.02520765917487454,0.03612288180009167,0.6379354114308321,0.4118134327547146,0.02132547353820814,0.05900369653230065,0.006073579927316174,0.0,4.332192522635706e-05,8.409014463504877e-05,0.11782056360344047,0.09772955320249545,0.2502206874471151,0.18136556307403728,0.0022999295939920205,0.12055497875770427,0.0005826656955571739,0.0064316634549376125,0.014429340956381403,0.1343190820292571,0.11894213190965844,0.11826577285999454,0.023764326243993748,0.022508972590282273,0.025923511823148854,0.02796967055720967,0.028551143451557036,0.028478542206744374,0.3623082402141446,0.08983116798893188,4.4194761419942627e-07,0.49999714405146345,0.022219583201995397,0.031463756447445354,0.04878607599112847,0.058101914738187044,0.03158251339079222,0.043497961868878485,0.05182995808086288,0.28886142478860244,0.5,0.5
2,0.54,0.04040404040404041,0.07,0.05,0.0,0.2222222222222222,0.93,0.96,0.5652173913043478,0.0,0.14432989690721648,0.17391304347826086,0.0,0.75,0.45,0.3066666666666667,0.125,0.3571428571428571,0.515,0.5343511450381679,0.5123456790123456,0.3076923076923077,0.0,0.5714285714285714,0.6111111111111112,0.59,0.5357142857142857,0.453125,0.375,0.4946236559139785,0.3589743589743589,0.5185185185185185,0.58,0.5771428571428571,0.4603174603174603,0.49532710280373826,0.6363636363636365,0.025270082550286215,0.023837437024776975,0.02678938868501246,0.02446566987246373,0.019856030302297697,0.6301782697507993,0.38945553022176943,0.01855142819990464,0.06275303643724697,0.005725095833125902,0.0,2.166096261317853e-05,0.0,0.09850025059820215,0.0864219844232683,0.28272691929471494,0.09509006913176804,0.001971368223421732,0.07266643422187813,0.0007283321194464674,0.007341906184099155,0.0,0.09957360493987491,0.08810329563354422,0.09072111956435622,0.023814391144652582,0.022252969703272642,0.025310875038206126,0.027332812313366484,0.028219905349693646,0.018135856928497902,0.3536085214695137,0.07185088307140232,1.937653803989804e-07,0.49999717311655195,0.022158778053140493,0.03612288180009167,0.03489437667746846,0.053008462836171666,0.028478542206744374,0.03014441898618439,0.04726966197722132,0.27683329935153034,0.5,0.5
3,0.45,0.07070707070707072,0.03,0.0,0.375,0.0,0.89,0.8300000000000001,0.7101449275362319,0.18181818181818182,0.12371134020618557,0.34782608695652173,0.0,0.8,0.52,0.29333333333333333,0.16666666666666666,0.3571428571428571,0.455,0.5572519083969466,0.4567901234567901,0.3846153846153847,0.0,0.7857142857142857,0.3888888888888889,0.48,0.44387755102040816,0.5390625,0.625,0.489247311827957,0.5641025641025641,0.5185185185185185,0.525,0.6114285714285714,0.45238095238095233,0.5514018691588785,0.4545454545454546,0.02453193624296805,0.02320944621799694,0.025582477308891266,0.022749029075255993,0.015493903256618716,0.6270254560847445,0.4021748728304446,0.023622729833990722,0.07555007921140644,0.005177477970826903,0.0,6.498288783953558e-05,0.0,0.1286943025286167,0.11507419618205954,0.289674571774876,0.14790333275937234,0.0030274583431119453,0.16449247958277974,0.0005826656955571739,0.006862504433686325,0.026709838010228887,0.19484306249980674,0.13980285220430702,0.18408385138177383,0.022961523233858586,0.021615246539622334,0.024537570863859135,0.026580191655056262,0.027824136884053684,0.015404184391759508,0.36275568066813274,0.11315095440887178,2.775789432418069e-07,0.49999733912360084,0.021777328700844565,0.019856030302297697,0.02823121135084493,0.04390221108987155,0.018135856928497902,0.02315088949602652,0.038788457628167156,0.24892699207676316,0.5,0.5
4,0.65,0.05050505050505051,0.05,0.15000000000000002,0.0,0.0,0.46,0.84,0.6086956521739131,0.0,0.16494845360824742,0.5652173913043478,0.21428571428571427,0.9400000000000001,0.64,0.3466666666666667,0.15277777777777776,0.3571428571428571,0.6,0.5190839694656488,0.49382716049382713,0.5384615384615385,0.0,0.3571428571428571,0.5,0.28500000000000003,0.5153061224489796,0.40625,0.375,0.521505376344086,0.5897435897435896,0.6296296296296295,0.5700000000000001,0.64,0.49206349206349204,0.514018691588785,0.4545454545454546,0.02280198552173034,0.02146215100265006,0.024758255654131776,0.02172137492619723,0.023522332941419796,0.6292541978776928,0.4154132923168531,0.01972172857700143,0.07271607111424046,0.005426395180962811,0.0,6.498288783953558e-05,0.0,0.11371297613658411,0.09199474820248506,0.318462277311501,0.11235011375418108,0.0036845810842525235,0.13819023871665626,0.0007283321194464674,0.00872406229877331,0.028236392275829886,0.13706328518996072,0.12015897532203232,0.13905276847534334,0.022009540810464284,0.020870126641265894,0.023722291502260812,0.025793639285679237,0.02739748193009702,0.020419753353992202,0.37206656395633947,0.06353358265418621,1.8810339294699455e-07,0.499997252474268,0.022200115929063517,0.015493903256618716,0.02297383425948936,0.038358744029204445,0.015404184391759508,0.019667255462297056,0.032632775621534854,0.2323443721665982,0.5,0.5
5,0.73,0.06060606060606061,0.06,0.15000000000000002,0.0,0.0,0.44,0.84,0.6231884057971014,0.09090909090909091,0.15463917525773196,0.4782608695652174,0.0,0.8300000000000001,0.56,0.29333333333333333,0.18055555555555555,0.6428571428571428,0.54,0.5419847328244275,0.48765432098765427,0.42307692307692313,0.0,0.5714285714285714,0.5,0.49,0.5102040816326531,0.46875,0.5625,0.4946236559139785,0.41025641025641024,0.4074074074074074,0.445,0.5257142857142857,0.42857142857142855,0.5420560747663551,0.6363636363636365,0.02173496297263883,0.021256396138563775,0.023515577417794545,0.0226397779813547,0.02595249395679801,0.6355493257065951,0.409431944532768,0.021368817996619133,0.07465234993839114,0.0038831084781201773,0.0,0.0,0.0,0.19820599980598852,0.17548233231330462,0.22451574542044964,0.33949120191092375,0.012813893452241255,0.37147731605476486,0.001602330662782228,0.01635703175774361,0.0966299126849853,0.1175353808953987,0.09777097282319167,0.12429104499243462,0.022003226392966205,0.02054974751871166,0.023145374556768784,0.025176379027169085,0.027029031801374323,0.023317381859505153,0.36952115519290957,0.08329189995460343,2.4856426648569326e-07,0.4999973274466125,0.022373773001158326,0.023522332941419796,0.02551748601485891,0.032389573110411185,0.020419753353992202,0.02190711270769398,0.02586363103950652,0.2583328526485069,0.5,0.5
6,0.76,0.030303030303030304,0.02,0.0,0.0,0.0,0.51,0.8300000000000001,0.7681159420289855,0.0,0.16494845360824742,0.34782608695652173,0.0,0.64,0.61,0.29333333333333333,0.2222222222222222,0.2857142857142857,0.515,0.5114503816793893,0.4567901234567901,0.3076923076923077,0.0,0.5714285714285714,0.5,0.535,0.5051020408163266,0.5390625,0.4375,0.5053763440860215,0.3846153846153846,0.5185185185185185,0.405,0.6,0.4603174603174603,0.5514018691588785,0.2272727272727273,0.02267445514177187,0.022663266118212733,0.02616366948114978,0.02318675981764131,0.020438064240361015,0.6343478481518279,0.400943720230717,0.020848684495687227,0.07491638795986623,0.004281376014337631,0.0,2.166096261317853e-05,0.0,0.23480344208756387,0.21878473239307872,0.2692386854803669,0.42178255183050806,0.012602675428303213,0.4045975922550846,0.001456664238892935,0.015101488346909376,0.1124691286000428,0.12407972567244571,0.11247465708011237,0.11871989054797513,0.022279798988891836,0.02045148547524436,0.022722601829080574,0.024674117630919208,0.026699731309007428,0.013947402464547488,0.35477755059481686,0.10350958732354784,4.0628137663049016e-07,0.4999973760774114,0.022156813605733443,0.02595249395679801,0.027580357961920765,0.025404082508775044,0.023317381859505153,0.021277378487721488,0.0181210070604573,0.2742310376570489,0.5,0.5
7,0.66,0.04040404040404041,0.05,0.15000000000000002,0.0,0.1111111111111111,0.5,0.8200000000000001,0.6231884057971014,0.0,0.14432989690721648,0.34782608695652173,0.0,0.96,0.6900000000000001,0.33333333333333337,0.18055555555555555,0.3571428571428571,0.45,0.5419847328244275,0.5,0.5384615384615385,0.0,0.5714285714285714,0.5555555555555556,0.495,0.5051020408163266,0.3828125,0.5,0.489247311827957,0.4615384615384615,0.5185185185185185,0.66,0.6171428571428571,0.4841269841269841,0.49532710280373826,0.5,0.023240242762818237,0.02182196090031578,0.02572899002347199,0.023189229677392613,0.00782145810946333,0.632586454658753,0.3933555550912266,0.01954835074335746,0.07584932230241155,0.005028127644745357,0.0,2.166096261317853e-05,0.0,0.1567178506758068,0.12250212419420849,0.33368399387106373,0.15925676938125788,0.004013142454822811,0.16417720368919386,0.0007283321194464674,0.007852390801227797,0.03084223013048637,0.1631030676326262,0.15502201815875302,0.1377445230508206,0.02241934837702771,0.020378430212729847,0.022356547479840966,0.024219944462542747,0.02638345609638139,0.007553066847459371,0.35835377471622853,0.06237164659849975,4.826192907360557e-08,0.4999971181949177,0.02210361136276712,0.020438064240361015,0.021029419534727103,0.02035549309776097,0.013947402464547488,0.01571539792047766,0.012817324421266096,0.2743069435843266,0.5,0.5
8,0.76,0.05050505050505051,0.08,0.15000000000000002,0.0,0.1111111111111111,0.53,0.88,0.7971014492753623,0.0,0.12371134020618557,0.0,0.0,0.93,0.54,0.25333333333333335,0.18055555555555555,0.3571428571428571,0.55,0.5419847328244275,0.5,0.42307692307692313,0.0,0.5714285714285714,0.5,0.515,0.5408163265306123,0.5546875,0.5,0.489247311827957,0.2564102564102564,0.5185185185185185,0.485,0.48571428571428565,0.4126984126984127,0.5233644859813084,0.4545454545454546,0.023238008986345714,0.022508955623789642,0.023734171566315874,0.02058977290517821,0.014471652474342372,0.6241697129955776,0.41394074691691723,0.014563738026093363,0.041242738954409434,0.006322497137452083,0.0,2.166096261317853e-05,0.0,0.08840761010153268,0.06736136646453063,0.20757426761497474,0.0840397938136776,0.0034029570523351317,0.11559443095419103,0.0008739985433357609,0.00658497062526062,0.014419617680804325,0.14161170530195513,0.13533789921087222,0.1370875017150189,0.021159745328798333,0.019648697107294246,0.02167231365937985,0.023541885200516893,0.025962197517991434,0.018915332596199187,0.37969422769351,0.1432207786592879,6.171540617588399e-07,0.4999975816762556,0.021425679150582033,0.00782145810946333,0.016239222403130957,0.015732077644757966,0.007553066847459371,0.013812490559975285,0.010706571324766614,0.22307476833495954,0.5,0.5
9,0.63,0.07070707070707072,0.05,0.0,0.0,0.3333333333333333,0.61,0.9,0.8405797101449275,0.09090909090909091,0.09278350515463918,0.43478260869565216,0.6428571428571428,0.91,0.5,0.24000000000000002,0.16666666666666666,0.2857142857142857,0.435,0.549618320610687,0.4629629629629629,0.3076923076923077,0.0,0.5714285714285714,0.6111111111111112,0.54,0.5204081632653061,0.484375,0.5625,0.4838709677419355,0.7179487179487178,0.8518518518518519,0.49,0.5485714285714285,0.45238095238095233,0.514018691588785,0.4090909090909091,0.02064125830616072,0.020106070407812718,0.02316070946602701,0.021393401288421827,0.004987222920449022,0.635178051301273,0.39670206068688596,0.014953838151792293,0.04569618024995599,0.0034848409419027233,0.0,0.0,0.0,0.12850736435361831,0.11604748223259563,0.24418780158712008,0.13045827731107829,0.0016897441915043419,0.11171172290510428,0.00043699927166788045,0.005019620640847572,0.009742722128230574,0.13649898425832305,0.12026245491930507,0.1324593661290042,0.02094092416688154,0.019310057129261277,0.021192765844503723,0.023010990183386024,0.025593749128265238,0.005085284435622943,0.3494172969174833,0.13420631660865992,0.0,0.49999698862046826,0.02097465250455086,0.014471652474342372,0.009792606457384168,0.012556984327599122,0.018915332596199187,0.009981595308465402,0.007826101535907973,0.249859480509393,0.5,0.5
